contents,category
【央行：继续稳妥推进数字人民币研发试点 不预设推出时间表】央行发布中国数字人民币的研发进展白皮书，人民银行将按照国家“十四五”规划部署，继续稳妥推进数字人民币研发试点，不预设推出时间表。重点做好以下领域工作：一是继续稳妥有序推进研发试点工作。二是研究完善相关制度规则。积极推进《中国人民银行法》等法律法规的修订。研究制定数字人民币相关管理办法，加强数字人民币个人信息保护。三是加强重大问题研究。深化法定数字货币对货币政策、金融体系、金融稳定深层影响的研究评估。,银行
【北向资金净流出41.44亿 宁德时代净卖出9.58亿】北向资金今日净流出41.44亿。宁德时代净卖出9.58亿，隆基股份净卖出7.02亿，贵州茅台净卖出6.82亿，北方稀土净卖出6.07亿。,白酒
【美股盘前消息速报】①截至发稿，道指期货涨0.1%，标普500期指涨0.2%，纳指期货涨0.2%。②英国富时100指数上涨0.1%，德国DAX指数下跌0.2%，法国CAC-40指数下跌0.7%。③美元周五走坚，可望录得大约一个月以来的最佳周度表现，投资者担心美国更快升息，因而买入美元，加上染疫人数大增，均令美元获得支撑。④周五的焦点数据将是美国6月份的最新零售数据，该数据可能较5月份的下降有所改善。继4月份0.9%的增长之后，5月份零售额下降了1.3%，降幅比预期要大得多。⑤基准的10年期国债收益率上升3个基点至1.329%，30年期国债收益率上升3.9个基点至1.958%。⑥Moderna盘前涨近7%，将在7月21日加入标普500指数。⑦爱立信盘前跌10.5%，第二季度营收不及市场预期，并预测多个市场复苏减缓。⑧BioNTech盘前涨1.1%，复星医药近期透露，复必泰疫苗已通过药监局专家评审。⑨和黄医药盘前涨超5%，公司向欧洲药品管理局提交索凡替尼的上市许可申请并获确认。,银行
【经济日报刊文：不能把碳中和当概念炒作 过多资金炒作也不利于行业健康发展】经济日报刊文称，虽然未来前景广阔，但投资者也应看到，目前我国碳交易还处于起步阶段，随着全国性碳交易市场开启，未来交易机制及相关政策还将进一步完善。所谓的“碳中和”概念公司也没有成熟的业务模式，整个行业还在发展中。在这种情况下，个人投资者在资本市场上贸然押宝“碳中和”概念，以简单粗暴的产能削减、产品涨价逻辑来炒作相关股票，风险极大，很容易被大资金“割了韭菜”。同时，过多的资金炒作，也不利于行业的健康发展。需要指出的是，恶意炒作行为会扰乱市场秩序，也不被监管部门所容许。眼下，“碳中和”概念火热大多还是市场炒作的结果，题材炒作能否经得住考验还要看是否有业绩支撑。,银行
恒指继续下挫，日跌幅达2%，科技股、金融股跌幅居前，快手跌4.8%，美团跌近4.5%，百度集团跌超4%。,银行
【午评：指数早盘走势分化沪指跌0.3% 中药板块逆势大涨】A股三大指数开盘涨跌不一。随后指数走势分化，创指一度涨逾1%，HIT电池、盐湖提锂概念再度强势，氢能源、储能概念大幅走强；上海自贸区概念回调，造纸、猪肉股继续下挫。盘中指数集体下挫，中药、稀土板块短线走高，煤炭、医美、白酒股拉升回暖，油服、食品加工、REITS概念表现低迷。总体来看，资金避险情绪升温，两市逾2700个股下跌，赚钱效应较差。盘面上，HIT电池、中药、稀缺资源等板块涨幅居前，上海自贸区、猪肉、海南自贸区等板块跌幅居前。,白酒
澳新银行：我们正在将布伦特原油的短期（0-3个月）目标价格下调至78美元/桶。,银行
【午评：沪指低位盘整0.5%创指宽幅震荡 白酒股大幅回暖】A股三大指数全线低开。随后指数走势分化，创指一度涨逾1%，生物制品、新冠检测、生物疫苗等板块集体走强，CRO概念、稀土、军工表现活跃；石油开采、可燃冰等能源股大幅下挫，煤炭、钢铁等周期股回调。盘中，沪指低位盘整，创指冲高回落，白酒股大幅回暖，医美、三胎概念短线拉升；盐湖提锂、航运、数字货币等下挫走弱。总体来看，资金避险情绪升温，两市逾2800个股下跌，赚钱效应较差。盘面上，白酒概念、生物制品、新冠检测等板块涨幅居前，石油矿业开采、钢铁、航运概念等板块跌幅居前。,白酒
【午评：指数早盘冲高震荡创指涨2% 锂电半导体掀涨停潮】A股三大指数集体高开，水利概念开盘领涨。随后指数全线上扬，创指重新站上3500点，盐湖提锂、锂电池概念股再度爆发，三胎概念、汽车整车短线走高；煤炭概念、机场航运继续回调，酒店餐饮、旅游板块下挫走弱。盘中，指数震荡盘整，半导体、鸿蒙概念、MCU芯片、集成电路等科技股持续活跃，军工、钢铁、稀土等板块异动拉升。总体来看，市场情绪大幅回暖，两市逾2600个股上涨，赚钱效应较好。盘面上，盐湖提锂、汽车整车、锂电池等板块涨幅居前，机场航运、煤炭开采加工、景点旅游等板块跌幅居前。,白酒
【上海：加快建设一批区块链服务平台，推动区块链在金融、物流等领域示范应用】据上海市人民政府办公厅发布关于印发《上海市战略性新兴产业和先导产业发展“十四五”规划》的通知。规划中提到重点突破智能合约、共识算法、加密算法、分布式系统等关键技术，加快建设一批区块链服务平台，推动区块链在金融、商贸、物流、能源、制造等领域示范应用，构建应用场景，形成区块链应用技术体系和产业生态。,银行
  李克强主持召开国务院常务会议，听取推进金融业对外开放情况汇报，研究深化金融业开放工作。,银行
【央行：房地产金融管理长效机制行之有效】中国人民银行表示，近年来我国加快建立健全房地产金融管理长效机制，“三线四档”规则试点房地产企业核心经营财务指标明显改善，银行业金融机构房地产贷款、个人住房贷款集中度稳步降低。下一步，将继续围绕稳地价、稳房价、稳预期目标，持续完善房地产金融管理长效机制。（央视新闻）,房地产开发
【央行：房地产金融管理长效机制行之有效】中国人民银行表示，近年来我国加快建立健全房地产金融管理长效机制，“三线四档”规则试点房地产企业核心经营财务指标明显改善，银行业金融机构房地产贷款、个人住房贷款集中度稳步降低。下一步，将继续围绕稳地价、稳房价、稳预期目标，持续完善房地产金融管理长效机制。（央视新闻）,银行
【新股发行价走低？机构抱团压价？监管或将采取措施，从这两方面动手】 从有关人士处了解到，监管部门拟从优化规则和加强监管两方面采取相关措施，维护良好发行秩序：一方面，根据市场形势变化，完善股票发行定价、承销配售等相关制度规则，优化报价流程，平衡好发行人、承销机构、报价机构和投资者之间的利益关系，推动市场化发行机制更有效发挥作用；另一方面，加强报价机构监管，规范报价行为，重点加大对串价等干扰发行定价行为的打击力度，及时出清不专业、不负责任的机构，督促报价机构完善内控机制，提高发行承销监管的针对性和有效性。（券商中国）,银行
【浙江绍兴再出楼市新政 建立二手住房成交参考价格发布机制】绍兴市出台加强二手住房市场监管的通知，自发布之日起施行。将加强对二手住房挂牌价格的管控，及时下架挂牌价格明显高于所在楼盘合理成交价格的异常房源。以住宅小区为单元，参考二手住房网签成交价格、评估价格等因素，形成住宅小区二手住房成交参考价格，在重点、热点区域先行试点，并适时在全市范围内推广。商业银行应严格按照二手住房成交参考价格发放住房贷款，防控个人住房信贷风险，稳定市场预期。,房地产开发
【浙江绍兴再出楼市新政 建立二手住房成交参考价格发布机制】绍兴市出台加强二手住房市场监管的通知，自发布之日起施行。将加强对二手住房挂牌价格的管控，及时下架挂牌价格明显高于所在楼盘合理成交价格的异常房源。以住宅小区为单元，参考二手住房网签成交价格、评估价格等因素，形成住宅小区二手住房成交参考价格，在重点、热点区域先行试点，并适时在全市范围内推广。商业银行应严格按照二手住房成交参考价格发放住房贷款，防控个人住房信贷风险，稳定市场预期。,银行
【上海房贷利率将上调：首套房贷利率调整至5%】从多家银行获悉，上午人民银行上海总部与在沪银行召开会议，确定房贷利率上调事宜。首套房贷利率将从现在的4.65%调整至5%，二套房贷利率从5.25%上调至5.7%，新规将于明天起开始实行。 (看看新闻),银行
【收评：两市继续放量大跌创指一度跌逾4% 半导体板块全天强势】7月27日消息，三大指数小幅高开，开盘后冲高回落，临近尾盘指数回暖，科创50指数盘中大涨超3%。板块方面，白酒概念板块继续回调，煤炭、有色等资源股涨幅居前，半导体板块持续拉升，中芯国际一度涨停。午后指数跳水，沪指跌近2%，跌穿年线后继续下挫跌破3400点，深成指跌逾3%，创指跌超4%，日内振幅超过5%，科创50指数翻绿，盘内一度涨逾4%，上证50指数跌逾3%再创调整新低。北向资金流出近50亿元，沪深两市成交额突破1.5万亿元。板块方面，白酒概念持续低迷，半导体板块延续强势，国防军工板块再度拉升。总体而言，资金避险情绪明显，多空双方博弈激烈，板块、个股普跌，赚钱效应较差。,白酒
【中信证券：A股将迎来下半年最佳买点】中信证券首席策略师秦培景最新研报认为，对极端行业政策的担忧导致内外部投资者负面情绪共振，A股前期已处于市场流动性紧平衡状态，这放大了短期情绪面的冲击。但是，极端政策落地可能性低，市场流动性负反馈的可能性小，而国内基本面稳步向好的趋势不变，且宏观流动性依然宽松，预计内外投资者恐慌情绪宣泄过后，A股将迎来下半年最佳买点。,银行
【最高法发布司法解释规范人脸识别应用：应用程序不得强制索取非必要个人信息】最高法在充分调研基础上制定司法解释，对人脸信息提供司法保护。解释明确规定，在宾馆、商场、银行、车站、机场、体育场馆、娱乐场所等经营场所、公共场所违反法律、行政法规的规定使用人脸识别技术进行人脸验证、辨识或者分析，应当认定属于侵害自然人人格权益的行为。应用程序不得强制索取非必要个人信息，信息处理者须就人脸信息处理活动单独取得个人同意。,银行
【上海发改委：上半年房地产市场量价齐升上涨势头初抑制，下阶段稳房价仍有压力】28日下午，上海市十五届人大常委会第三十三次会议审议了市发改委主任华源作的关于上海市2021年上半年国民经济和社会发展计划执行情况的报告。 报告指出，稳房价仍需持续用力，调控成效逐步显现，上半年全市市场化新建商品房、二手存量住房成交量同比增速较一季度明显回落，房地产市场量价齐升上涨势头得到初步抑制。但同时，购房需求较旺盛，供求矛盾仍较突出，下阶段稳房价仍面临不少压力。（上观）,房地产开发
白酒股再度大跌，广誉远跌停，水井坊跌超9%，山西汾酒跌逾7%，海南椰岛、酒鬼酒、泸州老窖、青海春天等集体跌超6%，五粮液跌超5%，贵州茅台跌3.5%。,白酒
旅游酒店板块持续走弱，西藏旅游跌超7%，中国中免、西安旅游、宋城演艺、首旅酒店跟跌，南京疫情传播链已经波及多个省市，多地建议暂缓出省旅游。,白酒
【银保监会：信托公司不得新增境内一级非金融子公司】中国银保监会办公厅发布关于清理规范信托公司非金融子公司业务的通知。自本通知印发之日起，信托公司不得新增境内一级非金融子公司，已设立的境内一级非金融子公司不得新增对境内外企业的投资。信托公司可选择保留一家目前经营范围涵盖投资管理或资产管理类业务的境内一级非金融子公司。该公司仅可作为私募基金管理人受托管理私募股权投资基金，且不得控制、共同控制被投资方或对被投资方施加重大影响，不得参与被投资方的日常经营，投资年限不得超过5年。,银行
  文旅部：不得组团前往高中风险地区旅游，不得开展前往高中风险地区的“机票+酒店”业务。（北京日报）,白酒
【白酒概念股集体反弹 上证50探底回升涨1%】皇台酒业封涨停，海南椰岛、迎驾贡酒、众兴菌业均涨逾5%，贵州茅台涨探底回升涨近2%。,白酒
【东莞二手房实行指导价，专家称东莞楼市将进入稳定发展期】 今天凌晨，广东东莞市住建局官网发布《关于进一步做好房地产市场调控工作的通知》，主要包含八个部分：一、稳控住房用地出让价格，严格购地主体资格审查，非房地产开发企业不得参加住宅用地(含商住用地)竞买；二、强化住房限购措施，将“法拍房”纳入限购范围；三、加强房地产金融管理；四、加强房地产税收监管和调节力度，将个人住房转让增值税免征年限由2年调整为5年；五、建立二手房成交指导价制度，引导商业银行合理发放二手住房贷款；六、加强商品住房销售监管，住宅限售期限由取得不动产权证后3年延长到5年；七、持续规范房地产市场秩序；八、完善住房保障体系建设。中国城市经济专家委员会副主任宋丁表示，今年到明年，东莞楼市将进入到冷静期和相对稳定的发展期。（央视财经）,房地产开发
【东莞二手房实行指导价，专家称东莞楼市将进入稳定发展期】 今天凌晨，广东东莞市住建局官网发布《关于进一步做好房地产市场调控工作的通知》，主要包含八个部分：一、稳控住房用地出让价格，严格购地主体资格审查，非房地产开发企业不得参加住宅用地(含商住用地)竞买；二、强化住房限购措施，将“法拍房”纳入限购范围；三、加强房地产金融管理；四、加强房地产税收监管和调节力度，将个人住房转让增值税免征年限由2年调整为5年；五、建立二手房成交指导价制度，引导商业银行合理发放二手住房贷款；六、加强商品住房销售监管，住宅限售期限由取得不动产权证后3年延长到5年；七、持续规范房地产市场秩序；八、完善住房保障体系建设。中国城市经济专家委员会副主任宋丁表示，今年到明年，东莞楼市将进入到冷静期和相对稳定的发展期。（央视财经）,银行
人民银行营业管理部：加强货币政策工具运用和政策引导，为实体经济发展提供稳固的货币信贷支撑，优化信贷结构，降低企业融资成本，在去年大幅向实体经济让利基础上再让利160亿元。,银行
【银保监会正清理银行保险机构员工违规持股问题】从业内获悉，银保监会正严厉查处银行保险机构员工(含董监高)隐蔽、变相、委托他人或通过近亲属持有公司股权，不实际出资或不符合法定出资形式出资而实际占有公司股权收益等情形。不仅要求梳理2018年以来已发现的员工违规持有本公司及子公司股权问题，包括已处罚或整改退出的违规情形，还要排查公司股东股权中是否存在其他银行保险机构高管以及政府部门公职人员违规持股问题。（财联社）,银行
【午评：指数早盘弱势震荡创指跌逾1%失守3500点 锂电爆发医药重挫】A股三大指数开盘涨跌不一。随后震荡下挫，创指跌逾1%失守3500点，锂电概念股再度爆发，盐湖提锂、储能等相关产业链全线走强，汽车、军工股持续活跃；新冠检测、生物疫苗等抗疫概念股集体重挫。盘中指数弱势震荡，白酒、医药、食品等大消费板块大幅回调，煤炭、钢铁、稀土等资源类周期股逆势回归，证券、鸿蒙概念先后拉升。总体来看，大盘延续估值修复行情，板块轮动加速，两市逾2800个股下跌。盘面上，稀土永磁、盐湖提锂、煤炭概念等板块涨幅居前；新冠检测、生物疫苗、CRO概念等板块跌幅居前。,白酒
市场消息：美国证券交易委员会提出并解决了首个与未注册代币销售相关的去中心化金融（DeFi）领域案件。,银行
美股收盘，三大股指涨跌不一，道指收涨约144点，道指、标普500指数创下新高，锂电池、铝、石油、银行板块上扬，抗疫概念、黄金、NFT概念股下挫。,银行
中国央行：下一阶段，中国人民银行将统筹做好今明两年宏观政策衔接，保持货币政策稳定性，增强前瞻性、有效性，既有力支持实体经济，又坚决不搞“大水漫灌”，以适度的货币增长支持经济高质量发展，助力中小企业和困难行业持续恢复，保持经济运行在合理区间。,银行
【两部门：鼓励发电企业自建储能或调峰能力增加并网规模】发改委、国家能源局发布关于鼓励可再生能源发电企业自建或购买调峰能力增加并网规模的通知，其中提出，鼓励发电企业自建储能或调峰能力增加并网规模。在电网企业承担风电和太阳能发电等可再生能源保障性并网责任以外，仍有投资建设意愿的可再生能源发电企业，鼓励在自愿的前提下自建储能或调峰资源增加并网规模。对按规定比例要求配建储能或调峰能力的可再生能源发电企业，经电网企业按程序认定后，可安排相应装机并网。,银行
【住建部：城市更新行动中不得大规模、短时间拆迁城中村等城市连片旧区 导致住房租赁市场供需失衡】住建部就《关于在实施城市更新行动中防止大拆大建问题的通知（征求意见稿）》公开征求意见。意见提出，除增建必要的公共服务设施外，不大规模新增建设规模，不突破老城区原有密度强度，不增加资源环境承载压力。严格控制老城区改扩建、新建建筑规模和建设强度，原则上更新单元（片区）或项目内拆建比不宜大于2。不大规模、强制性搬迁居民，改变社会人口结构，割断人、地和文化的关系。不大规模、短时间拆迁城中村等城市连片旧区，导致住房租赁市场供需失衡，加剧新市民、低收入困难群众租房困难。,房地产开发
【北京严查楼市违规打响第一枪 暂停新城控股熙红印项目网签】北京市住建委就严格落实住建部等8部门《关于持续整治规范房地产市场秩序的通知》公告了实际进展，三个房地产项目被责令整改，并启动立案调查程序，对问题严重的鸿熙华庭嘉苑项目（新城熙红印）立即暂停网上签约。下一步，市住建委将严格落实要求，采取巡检暗访、重点检查、集中约谈等方式，对开发企业、房地产经纪机构及从业人员违法违规行为，坚决予以打击治理、从严惩处、公示曝光。 （21财经）,房地产开发
【北向资金今日净卖出1.78亿元 格力电器净卖出居首】北向资金今日净卖出1.78亿元。格力电器、贵州茅台、恒瑞医药分别获净卖出7.56亿元、5.17亿元、4.23亿元。歌尔股份净买入额居首，金额为6.46亿元。,白酒
【午评：三大指数冲高回落创指跌0.56% 锂电再掀涨停潮】三大指数低开高走，创指涨逾1%。板块方面，白酒、军工板块拉升，盐湖提锂板块持续走强。盘中三大指数冲高回落全部翻绿，创指跌近1%，稀土永磁板块活跃，钢铁板块拉升。临近尾盘，指数跌幅收窄。总体而言，多空博弈激烈，市场风格持续切换，个股跌多涨少，赚钱效应一般。截至午间收盘，沪指跌0.25%，报3515.76点；深成指跌0.57%，报14816.34点；创指跌0.56%，报3367.36点。从盘面上看，盐湖提锂、钛白粉板块涨幅居前，半导体、汽车板块跌幅居前。,白酒
【上海：到2022年底前 全面完成中心城区成片二级旧里以下房屋改造】上海市人民政府办公厅印发《上海市住房发展“十四五”规划》，其中提出，到2022年底前，全面完成中心城区成片二级旧里以下房屋改造；本规划期内，力争提前完成中心城区零星二级旧里以下房屋改造。“十四五”时期，实施约5000万平方米旧住房更新改造，全面启动符合实施条件的旧住房成套改造；新增既有多层住宅加装电梯1万台以上；建设“美丽家园”示范小区100个；住宅小区专项维修资金余额占首期归集额的比例不小于30%。,房地产开发
【上海：加大房地产中介机构专项整治力度 严厉打击房地产经纪领域各类违法违规行为】上海市人民政府办公厅印发《上海市住房发展“十四五”规划》，进一步优化房地产金融审慎管理制度，防止资金违规流入房地产市场。实施分类管理，加强房地产金融市场监测分析，防范房地产金融风险。加强商品住房项目销售全过程监管，加大房地产中介机构专项整治力度，严厉打击房地产经纪领域各类违法违规行为。提升房地产经纪行业自律水平，发挥行业协会作用，完善从业人员信用管理和教育培训机制。推行房地产经纪从业人员实名制挂牌，强化房地产估价机构人员、房地产估价行业监督管理。,房地产开发
【上海：加大房地产中介机构专项整治力度 严厉打击房地产经纪领域各类违法违规行为】上海市人民政府办公厅印发《上海市住房发展“十四五”规划》，进一步优化房地产金融审慎管理制度，防止资金违规流入房地产市场。实施分类管理，加强房地产金融市场监测分析，防范房地产金融风险。加强商品住房项目销售全过程监管，加大房地产中介机构专项整治力度，严厉打击房地产经纪领域各类违法违规行为。提升房地产经纪行业自律水平，发挥行业协会作用，完善从业人员信用管理和教育培训机制。推行房地产经纪从业人员实名制挂牌，强化房地产估价机构人员、房地产估价行业监督管理。,银行
【上海：加快促进租赁住房有效供应 加大保障性租赁住房推进力度】上海市人民政府办公厅印发《上海市住房发展“十四五”规划》，规划提到，持续构建住房租赁体系。加快促进租赁住房有效供应，加大保障性租赁住房推进力度。聚焦不同群体的租赁需求，实现租赁住房精准供应。切实增加宿舍床位租赁居住供给，形成“一张床、一间房、一套房”的多层次租赁住房供应体系。“十四五”时期，形成供应租赁住房超过42万套（间、宿舍床位），占住房供应总套数的40%。其中，租赁房22万套（间），宿舍床位20万张。继续规范代理经租住房30万套（间）。,房地产开发
【午评：指数早盘弱势震荡创指跌0.41% 券商股强势护盘】A股三大指数开盘涨跌不一，券商股拉升走高，航运股集体走强；氟化工板块重挫，半导体板块大幅回调，光刻胶、白酒板块相继走弱。盘中指数弱势震荡，鸿蒙概念、MINILED板块持续重挫；有色冶炼、水利板块异动拉升。总体而言，市场情绪有所收紧，消费白马股小幅回调，两市逾2900个股下跌。从盘面上看，水利、航运、证券等板块涨幅居前，光刻胶、氟化工、半导体等板块跌幅居前。,白酒
【午评：指数早盘震荡回暖沪指涨0.56% 大金融板块强势回归】，A股三大指数开盘涨跌不一。随后两市震荡回暖，创指一度涨逾1%，盐湖提锂概念股再度走强，有机硅、氟化工等化工股短线拉升，军工、啤酒等板块活跃；食品加工、消费电子等下挫走弱，煤炭、芯片概念股表现低迷。盘中指数冲高回落，证券、银行等金融板块强势回归，医美、鸿蒙概念、养殖板块大幅走弱。体而言，市场情绪有所回暖，个股涨多跌少，赚钱效应一般。盘面上，券商、盐湖提锂、有机硅等板块涨幅居前；食品加工、电子制造、鸿蒙概念等板块跌幅居前。,白酒
【午评：指数早盘震荡回暖沪指涨0.56% 大金融板块强势回归】，A股三大指数开盘涨跌不一。随后两市震荡回暖，创指一度涨逾1%，盐湖提锂概念股再度走强，有机硅、氟化工等化工股短线拉升，军工、啤酒等板块活跃；食品加工、消费电子等下挫走弱，煤炭、芯片概念股表现低迷。盘中指数冲高回落，证券、银行等金融板块强势回归，医美、鸿蒙概念、养殖板块大幅走弱。体而言，市场情绪有所回暖，个股涨多跌少，赚钱效应一般。盘面上，券商、盐湖提锂、有机硅等板块涨幅居前；食品加工、电子制造、鸿蒙概念等板块跌幅居前。,银行
【伦铜失守9000美元关口，伦锡跌超6%，美联储减码QE的风险让投资者情绪紧张】LME期铜收跌148美元，跌幅1.63%，报8894美元/吨。 LME期铝收跌10美元，报2546美元/吨。 LME期锌收跌34美元，报2952美元/吨。 LME期铅收跌30美元，报2260美元/吨。 LME期镍收跌502美元，跌幅2.65%，报18385美元/吨。 LME期锡收跌2265美元，跌幅6.40%，报33118美元/吨。,银行
【白酒市场秩序或迎来强监管】今天早上，市场突然流传出一份市场监督管理总局价监竞争局发布的《关于召开白酒市场秩序监管座谈会的通知》。通知显示，“为贯彻落实党中央、国务院领导通知批示精神，做好白酒市场监管工作，我局拟于8月20日上午召开座谈会，请你单位派一名熟悉业务的同志参加。参会地址为中国价格协会。”有业内人士表示，此次会议属实的可能性较高。据业内人士透露，这里讲的是资本围猎白酒市场，核心是酱酒热。跟是不是要严管白酒价格应该没有直接关系，而是秩序问题。（证券时报）,白酒
【市监总局价监竞争局开白酒秩序座谈会 知情人士：酒企确有参会】8月20日上午，针对国家市场监督管理总局价监竞争局发布《关于召开白酒市场秩序监管座谈会的通知》一事，有名酒企业表示，公司确有人员前去参会。其分析称，预计是节前旺季的常规座谈，也不排除是考虑到市面上个别产品价格波动幅度过大。（财经网）,白酒
【易纲：守住货币“总闸门” 千方百计改善民营小微企业金融服务】近日，人民银行行长易纲以普通党员身份参加办公厅党总支第一党支部党史学习教育专题组织生活会。易纲强调，人民银行全体党员干部要认真贯彻落实“以人民为中心”的发展思想，把维护人民的根本利益作为各项工作的出发点和落脚点，守住货币“总闸门”，千方百计改善民营小微企业金融服务，促进经济高质量发展。,银行
【市场监管总局针对资本炒作白酒问题召集专家、酒企开会】有消息称，市场监督管理总局价监竞争局发布《关于召开白酒市场秩序监管座谈会的通知》。从多方核实该会议属实，但会议内容并不是打压白酒企业，是针对资本炒作白酒的问题进行探讨。多家头部酒企人士表示，公司收到了该会议的通知。有酒企人士对记者表示，目前是座谈调研是征集看法，主要针对的是资本围猎酱酒，已及茅台酒价高涨如何控制的问题。（经济观察网）,白酒
【收评：指数午后低位盘整创指跌2.61% 医药白酒遭重挫】8月20日消息，A股三大指数集体低开，盘中震荡下行。水泥、钛白粉、半导体芯片股拉升走高，磷化工、有机硅等化工股持续活跃；医药医疗、白酒、食品饮料等大消费板块持续下挫；大金融板块分化，券商股反复活跃、银行股持续走低。午后指数低位盘整，沪指一度失守3400点。稀土、钢铁板块大幅拉升，锂电池股回暖；医美、汽车板块低迷；盐湖提锂概念股尾盘拉升。总体来看，大盘仍在震荡修复，个股呈现普跌态势，赚钱效应较差。盘面上，钛白粉、水泥、有机硅等板块涨幅居前；白酒、CRO概念、食品加工板块跌幅居前。,白酒
【收评：指数午后低位盘整创指跌2.61% 医药白酒遭重挫】8月20日消息，A股三大指数集体低开，盘中震荡下行。水泥、钛白粉、半导体芯片股拉升走高，磷化工、有机硅等化工股持续活跃；医药医疗、白酒、食品饮料等大消费板块持续下挫；大金融板块分化，券商股反复活跃、银行股持续走低。午后指数低位盘整，沪指一度失守3400点。稀土、钢铁板块大幅拉升，锂电池股回暖；医美、汽车板块低迷；盐湖提锂概念股尾盘拉升。总体来看，大盘仍在震荡修复，个股呈现普跌态势，赚钱效应较差。盘面上，钛白粉、水泥、有机硅等板块涨幅居前；白酒、CRO概念、食品加工板块跌幅居前。,银行
【北向资金今日净卖出108.16亿元】北向资金今日大幅净卖出108.16亿元。贵州茅台、五粮液、恒瑞医药分别获净卖出18.43亿元、14.88亿元、12.94亿元。迈瑞医疗净买入额居首，金额为6.79亿元。,白酒
【午评：三大指数高开高走创指涨逾2% 大金融、地产板块表现萎靡】三大指数高开高走，先后涨逾1%，创指一度涨超2%，北向资金流入超35亿，沪深两市成交额早盘突破8000亿。板块方面，煤炭、天然气、石油等资源股表现强势，大金融、房地产板块表现萎靡。总体而言，市场情绪较热，板块个股普涨，赚钱效应较好。 从盘面上看，通用设备、国防军工板块涨幅居前，证券、银行、钢铁板块跌幅居前。,银行
【国办：加强财会监督大数据分析 对财务造假进行精准打击】国务院办公厅发布关于进一步规范财务审计秩序促进注册会计师行业健康发展的意见。意见提到，要完善相关部门对从事证券业务的会计师事务所监管的协作机制，加强统筹协调，形成监管合力，对会计师事务所和上市公司从严监管，依法追究财务造假的审计责任、会计责任。加强财会监督大数据分析，对财务造假进行精准打击。,银行
  【合肥扩大二手住房限购区域】合肥发布《关于深化学区房调控政策的通知》，自2021年8月25日起，暂停合肥市区范围内拥有2套及以上住房的本市户籍居民家庭在合肥市第四十八中学、合肥市电溪路小学、合肥市第三十八中学、合肥市和平小学学区范围内购买二手住房。,房地产开发
【收评：指数午后震荡走强沪指表现较为强势 光伏概念掀起涨停潮】8月25日消息，三大指数开盘涨跌不一，开盘后沪指围绕平盘线震荡，创指跌幅一度扩大至1%，科创50指数跌超2%。板块方面，白酒冲高，油服拉升，工业母机、证券、锂电等前期热点板块回调。午后三大指数延续震荡态势，沪指表现仍然相对强势，两市成交额连续第26个交易日破万亿，北向资金尾盘加速流入，累计流入超80亿元。板块方面，中船系个股持续拉升，光伏板块带领有机硅板块走强。总体而言，市场情绪分化，多空博弈激烈，个股涨多跌少，赚钱效应一般。从盘面上看，中船系、有机硅板块涨幅居前，证券、鸿蒙概念板块跌幅居前。,白酒
【监管出手，大行理财产品9月1日后所配资产不得采用成本法估值（未上市股权除外）】昨日监管对六家国有大行及其理财公司做出指导，进行两项重要安排：一是过渡期结束后（2021 年末），不得再存续或新发以摊余成本计量的定期开放式理财产品；二是除严格按照现行监管规定使用摊余成本计量外，理财产品（除现金管理产品）自2021年9月1日之后新增的直接和间接投资的资产，均应优先使用市值法进行公允价值计量，暂不允许对除未上市企业股权外的资产采用成本法估值。已适用成本法估值的理财产品存量资产，应于今年10月底前完成整改。（证券时报）,银行
【午评：三大指数早盘水下震荡创指跌1.7% 大消费板块集体回调】三大指数开盘涨跌不一，开盘后集体下挫，创指、深成指先后跌逾1%，科创50跌超2%。板块方面，钠离子电池板块受利好消息刺激大幅高开，大消费板块集体回调，贵州茅台跌超3%，CRO概念、储能、军工板块走弱，有机硅、煤炭、钢铁板块走强。总体而言，个股涨跌参半，赚钱效应较差。从盘面上看，工业母机、钠离子电池、煤炭板块涨幅居前，CRO概念、医疗器械服务、白酒概念板块跌幅居前。,白酒
【美股盘前消息速报】①截至发稿，道指期货涨0.2%，标普500期指跌0.01%，纳指期货跌0.1%。②英国富时100指数下跌了0.2%，德国DAX指数下跌0.8%，法国CAC-40指数下跌0.2%。③美元指数维持在93关口附近交投，欧元、英镑等G10货币窄幅震荡。④美国上周首次申领失业救济人数为35.3万，预估为35万，前值为34.8万。⑤德意志银行盘前跌近2%，此前消息称美国有关部门正在调查德银旗下的资产管理部门DWS Group，原因是DWS夸大了其使用可持续投资标准管理资产的程度。⑥Salesforce盘前涨1.78%，第二季度营收同比增长23%且好于市场预期，订阅和支持业务、专业服务和其他业务营收同比均录得增长。⑦欢聚时代盘前涨14.4%，公司两位大股东寻求将私有化价格定为75-100美元/股。⑧开心汽车盘前一度大涨24%，现涨17%。开心汽车将收购河南御捷时代汽车100%股权。⑨小鹏汽车盘前跌1.8%。2021年Q2每ADS亏损1.5元，市场预期亏损2.14元。,银行
